<<<<<<< Updated upstream
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.7.14.2	Q15HV0	NA	115.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.14.2	Q15HV4	NA	251.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.14.2	Q2L5Y2	NA	302.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.14.2	Q15HU7	NA	840.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.14.2	Q15HV3	NA	532.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.14.2	Q15HU3	NA	258.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.14.3	P96629	WP_153690928.1	257.0	9.4429e-07	23.0	412.0	368.0	149.0	391.0	116.0	349.0	58.7	63.3	2.0	1.0	0.0	IVSP	CHEBI:14911;protein, CHEBI:4291;deoxyribonucleic acid	PF12167,PF00589,PF14659	PF00589,PF14659,PF13102	NA	NA
3.A.7.14.3	QJC87425	NA	108.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.14.3	QJC87423	NA	174.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.14.3	QJC87426	NA	811.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.14.3	WP_209283705	NA	480.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.14.3	QJC87424	NA	768.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.14.3	QJC87421	NA	354.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.14.3	QJC87420	NA	58.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.14.3	O31490	NA	64.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.14.3	QJC87422	NA	82.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYB5	WP_032732490.1	415.0	4.78879e-77	34.0	434.0	418.0	10.0	419.0	2.0	411.0	94.2	97.8	12.0	12.0	12.0	IVSP	CHEBI:8526;protein polypeptide chain	PF07690,PF00083	PF00083,PF00083,PF07690	NA	NA
3.A.7.9.1	Q5ZYD1	NA	86.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYC1	NA	1048.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZS44	NA	303.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYB9	NA	194.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYB6	NA	1009.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYC0	NA	269.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYC8	NA	199.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYC4	NA	94.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYC6	NA	783.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q8RMA7	NA	119.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYC5	NA	189.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZS32	NA	151.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYC2	NA	361.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZS45	NA	163.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYC7	NA	380.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYB7	NA	214.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZS43	NA	387.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZS31	NA	151.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYD0	NA	114.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYC3	NA	212.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYB4	NA	973.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYB8	NA	93.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZYC9	NA	120.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.7.9.1	Q5ZS30	NA	466.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.B.1.1.1	Q03030	WP_086892785.1	591.0	0.0	91.0	589.0	591.0	1.0	589.0	1.0	591.0	99.8	99.8	1.0	1.0	0.0	NaT-DC	CHEBI:9175;sodium(1+)	PF00682,PF02436,PF00364,PF13533	PF00682,PF02436,PF00364,PF13533	NA	NA
3.B.1.1.1	Q03030	WP_153690822.1	591.0	0.0	91.0	589.0	591.0	1.0	589.0	1.0	591.0	99.8	99.8	1.0	1.0	0.0	NaT-DC	CHEBI:9175;sodium(1+)	PF00682,PF02436,PF00364,PF13533	PF00682,PF02436,PF00364,PF13533	NA	NA
3.B.1.1.4	O06926	WP_012541866.1	243.0	2.36408e-53	40.0	277.0	318.0	4.0	236.0	9.0	251.0	83.8	76.1	1.0	1.0	1.0	NaT-DC	CHEBI:9175;sodium(1+)	PF01039	PF01039	NA	NA
3.B.1.1.4	O06924	NA	554.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.B.1.1.4	O06925	NA	112.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.B.1.1.4	O06923	NA	401.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.0	NA	NA	NA	NA	NA	NA	NA
3.B.1.1.4	O06927	NA	292.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.B.1.1.4	O06930	NA	69.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.1.1.1	P0AFE8	WP_008803950.1	509.0	0.0	94.0	509.0	509.0	1.0	509.0	1.0	509.0	99.8	99.8	14.0	14.0	14.0	NDH	CHEBI:5584;hydron	PF00361	PF00361	NA	NA
3.D.1.1.1	P0AFF0	WP_008803951.1	485.0	0.0	93.0	485.0	485.0	1.0	485.0	1.0	485.0	99.8	99.8	14.0	14.0	14.0	NDH	CHEBI:5584;hydron	PF00361	PF00361	NA	NA
3.D.1.1.1	P33607	WP_012540986.1	613.0	0.0	93.0	613.0	613.0	1.0	613.0	1.0	613.0	99.8	99.8	18.0	18.0	18.0	NDH	CHEBI:5584;hydron	PF00361,PF00662	PF00361,PF00662	NA	NA
3.D.1.1.1	P0AFD4	WP_002913156.1	325.0	0.0	95.0	325.0	325.0	1.0	325.0	1.0	325.0	99.7	99.7	8.0	8.0	8.0	NDH	CHEBI:5584;hydron	PF00146	PF00146	NA	NA
3.D.1.1.1	P0AFD1	WP_002913160.1	166.0	3.03356e-119	95.0	166.0	166.0	1.0	166.0	1.0	166.0	99.4	99.4	1.0	1.0	1.0	NDH	CHEBI:5584;hydron	PF01257	PF01257	NA	NA
3.D.1.1.1	P0AFE0	WP_004201743.1	184.0	2.29481e-116	90.0	184.0	184.0	1.0	184.0	1.0	184.0	99.5	99.5	5.0	5.0	5.0	NDH	CHEBI:5584;hydron	PF00499	PF00499	NA	NA
3.D.1.1.1	P0AFC3	WP_002913181.1	145.0	1.55934e-94	92.0	148.0	147.0	1.0	145.0	1.0	145.0	97.3	98.0	3.0	3.0	3.0	NDH	CHEBI:5584;hydron	PF00507	PF00507	NA	NA
3.D.1.1.1	P0AFE4	WP_002913148.1	100.0	5.5949100000000004e-61	94.0	100.0	100.0	1.0	100.0	1.0	100.0	99.0	99.0	3.0	3.0	3.0	NDH	CHEBI:5584;hydron	PF00420	PF00420	NA	NA
3.D.1.1.1	P33602	NA	908.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.1.1.1	P31979	NA	445.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.1.1.1	P33599	NA	596.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.1.1.1	P0AFC7	NA	220.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.1.1.1	P0AFD6	NA	180.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.1.9.2	P16429	WP_012967357.1	609.0	0.0	69.0	608.0	608.0	1.0	608.0	1.0	608.0	99.8	99.8	17.0	16.0	16.0	NDH	CHEBI:5584;hydron	PF00361	PF00361	NA	NA
3.D.1.9.2	P16430	WP_008806182.1	307.0	0.0	89.0	307.0	307.0	1.0	307.0	1.0	307.0	99.7	99.7	8.0	8.0	8.0	NDH	CHEBI:5584;hydron	PF00146	PF00146	NA	NA
3.D.1.9.2	P16433	WP_002914891.1	255.0	1.9913899999999997e-177	93.0	255.0	255.0	1.0	255.0	1.0	255.0	99.6	99.6	1.0	1.0	1.0	NDH	CHEBI:5584;hydron	PF01058	PF01058	NA	NA
3.D.1.9.2	P0AAK3	NA	203.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.1.9.2	P16432	NA	180.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.1.9.2	P16431	NA	569.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.1.9.2	P07658	NA	714.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.10.1.6	X5H2Z3	WP_004142216.1	125.0	1.4517e-09	28.0	134.0	127.0	15.0	133.0	4.0	126.0	88.1	96.1	3.0	3.0	3.0	SDH	CHEBI:5584;hydron	PF01127	PF01127	NA	NA
3.D.10.1.6	X5GWN5	NA	256.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.10.1.6	X5H3P0	NA	597.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.10.1.6	X5HJ03	NA	109.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA
3.D.4.3.2	P0ABJ9	WP_012542427.1	522.0	0.0	94.0	522.0	522.0	1.0	522.0	1.0	522.0	99.8	99.8	9.0	9.0	9.0	COX	None	PF01654	PF01654	NA	NA
3.D.4.3.2	P0ABK2	WP_008805690.1	379.0	0.0	89.0	379.0	379.0	1.0	379.0	1.0	379.0	99.7	99.7	9.0	9.0	9.0	COX	None	PF02322	PF02322	NA	NA
3.D.4.3.2	P56100	NA	37.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.D.4.3.2	P24244	NA	30.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.D.4.3.2	A5A618	NA	29.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.D.5.1.1	Q56584	WP_008805267.1	407.0	0.0	79.0	407.0	407.0	1.0	407.0	1.0	407.0	99.8	99.8	2.0	2.0	2.0	Na-NDH	CHEBI:9175;sodium(1+)	PF00175,PF00111,PF00970	PF00175,PF00111,PF00970	NA	NA
3.D.5.1.1	Q56587	WP_017901312.1	411.0	0.0	76.0	412.0	414.0	1.0	411.0	1.0	411.0	99.5	99.0	11.0	13.0	11.0	Na-NDH	CHEBI:9175;sodium(1+)	PF03116	PF03116	NA	NA
3.D.5.1.1	Q56589	WP_004177335.1	198.0	3.18584e-123	86.0	198.0	198.0	1.0	198.0	1.0	198.0	99.5	99.5	6.0	6.0	6.0	Na-NDH	CHEBI:9175;sodium(1+)	PF02508	PF02508	NA	NA
3.D.5.1.1	Q57095	WP_002889716.1	206.0	3.55996e-108	75.0	212.0	210.0	5.0	210.0	2.0	207.0	96.7	97.6	6.0	6.0	6.0	Na-NDH	CHEBI:9175;sodium(1+)	PF02508	PF02508	NA	NA
3.D.5.1.1	Q56582	WP_100781130.1	257.0	4.0029e-103	58.0	264.0	256.0	6.0	262.0	4.0	256.0	97.0	98.4	2.0	2.0	2.0	Na-NDH	CHEBI:9175;sodium(1+)	PF04205	PF04205	NA	NA
3.D.5.1.1	D0WX40	WP_004204638.1	67.0	8.459120000000001e-26	54.0	71.0	77.0	2.0	68.0	1.0	67.0	93.0	85.7	1.0	1.0	1.0	Na-NDH	CHEBI:9175;sodium(1+)	PF04400	PF04400	NA	NA
3.D.5.1.1	Q56586	NA	446.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.7.1.6	AOY59912	WP_023322236.1	372.0	2.10006e-10	24.0	379.0	382.0	25.0	361.0	25.0	373.0	88.7	91.1	7.0	7.0	6.0	HHO	None	NA	PF13183,PF13534,PF13187	NA	NA
3.D.7.1.6	AOY59917	NA	247.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.7.1.6	AOY59914	NA	425.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.D.7.1.6	AOY59913	NA	778.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.7.1.6	AOY59915	NA	657.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.D.7.1.6	AOY59916	NA	124.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.E.1.5.3	GIM07801	WP_008807874.1	241.0	4.57066e-17	27.0	457.0	2205.0	227.0	457.0	329.0	568.0	50.3	10.8	2.0	7.0	0.0	MR	None	PF02518,PF00512,PF16527,PF00672	PF00211,PF02518,PF00072,PF01036,PF00512	NA	NA
3.E.1.5.3	GIM07801	WP_002890343.1	120.0	7.03456e-16	35.0	229.0	2205.0	4.0	121.0	999.0	1118.0	51.1	5.4	1.0	7.0	0.0	MR	None	PF00072,PF00486	PF00211,PF02518,PF00072,PF01036,PF00512	NA	NA
4.A.1.1.1	P69786	WP_008805993.1	476.0	0.0	97.0	477.0	477.0	1.0	476.0	1.0	476.0	99.6	99.6	10.0	10.0	10.0	Glc	CHEBI:4167;D-glucopyranose	PF02378,PF00367	PF02378,PF00367	NA	NA
4.A.1.1.1	C1P5Z7	NA	43.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.1.1.1	P69783	NA	169.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.2.1.1	P20966	WP_012541027.1	559.0	0.0	89.0	564.0	563.0	1.0	558.0	1.0	559.0	98.8	99.1	9.0	8.0	8.0	Fru	CHEBI:5172;fructose	PF02302,PF02378	PF02302,PF02378	NA	NA
4.A.2.1.1	P69811	NA	376.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.2.1.10	P32672	WP_008805917.1	359.0	0.0	85.0	358.0	359.0	1.0	358.0	1.0	359.0	99.7	99.7	9.0	9.0	9.0	Fru	None	NA	NA	NA	NA
4.A.2.1.10	P32676	NA	113.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.2.1.10	P69816	NA	106.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.2.1.10	P32670	NA	833.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.2.1.19	M7PF02	WP_008806605.1	470.0	0.0	99.0	470.0	470.0	1.0	470.0	1.0	470.0	99.8	99.8	9.0	9.0	9.0	Fru	CHEBI:16443;D-tagatose	PF02302,PF02378	PF02302,PF02378	NA	NA
4.A.2.1.19	M7QAG8	NA	271.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.2.1.22	Q3JZE4	WP_100781020.1	366.0	0.0	68.0	368.0	367.0	3.0	367.0	1.0	366.0	98.9	99.5	8.0	8.0	8.0	Fru	CHEBI:4233;D-ribofuranose, CHEBI:4093;D-allopyranose	NA	NA	NA	NA
4.A.2.1.22	Q3JZE3	NA	149.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.2.1.22	Q3JZE2	NA	103.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.3.2.1	P17334	WP_012967497.1	447.0	3.10192e-85	37.0	448.0	452.0	11.0	446.0	8.0	446.0	97.1	96.9	12.0	10.0	10.0	Lac	CHEBI:50668;N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-aldehydo-D-glucosamine, CHEBI:3522;cellobiose	PF02378	PF02378	NA	NA
4.A.3.2.1	P69791	NA	116.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
4.A.3.2.1	P69795	NA	106.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.3.2.6	Q9KSH4	WP_012967351.1	423.0	0.0	54.0	440.0	446.0	4.0	426.0	6.0	428.0	95.9	94.6	12.0	10.0	9.0	Lac	None	PF02378	PF02378	NA	NA
4.A.3.2.6	Q9KSH4	WP_008807536.1	440.0	6.6819699999999995e-168	52.0	447.0	446.0	8.0	445.0	7.0	442.0	97.8	97.5	13.0	10.0	10.0	Lac	None	PF02378	PF02378	NA	NA
4.A.3.2.6	Q9KSH4	WP_008806769.1	422.0	3.92402e-165	48.0	440.0	446.0	4.0	425.0	6.0	427.0	95.7	94.4	12.0	10.0	9.0	Lac	None	PF02378	PF02378	NA	NA
4.A.3.2.6	Q9KSH4	WP_004151052.1	426.0	3.91475e-111	37.0	423.0	446.0	3.0	423.0	4.0	428.0	99.3	95.1	8.0	10.0	8.0	Lac	None	PF02378	PF02378	NA	NA
4.A.3.2.6	Q9KSH3	NA	111.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.3.2.6	Q9KSH5	NA	101.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.3.2.7	C4X745	WP_008807749.1	452.0	0.0	100.0	452.0	452.0	1.0	452.0	1.0	452.0	99.8	99.8	10.0	10.0	10.0	Lac	CHEBI:50668;N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-aldehydo-D-glucosamine	PF02378	PF02378	NA	NA
4.A.3.2.7	C4X746	WP_004140356.1	115.0	3.2511600000000005e-76	100.0	115.0	115.0	1.0	115.0	1.0	115.0	99.1	99.1	1.0	1.0	1.0	Lac	CHEBI:50668;N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-aldehydo-D-glucosamine	PF02255	PF02255	NA	NA
4.A.3.2.7	C4X744	NA	106.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.3.2.9	U5MFA1	WP_008806339.1	445.0	0.0	99.0	445.0	445.0	1.0	445.0	1.0	445.0	99.8	99.8	10.0	10.0	10.0	Lac	CHEBI:6353;alpha-lactose	PF02378	PF02378	NA	NA
4.A.3.2.9	U5MIE1	NA	102.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
4.A.3.2.9	U5MLJ3	NA	105.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.4.1.1	P56580	WP_012540783.1	324.0	0.0	90.0	323.0	319.0	1.0	323.0	1.0	319.0	99.7	99.7	6.0	6.0	6.0	Gut	CHEBI:30911;glucitol	PF03612,PF07663	PF03612,PF07663	NA	NA
4.A.4.1.1	P56579	WP_022065932.1	187.0	4.4985500000000004e-129	93.0	187.0	187.0	1.0	187.0	1.0	187.0	99.5	99.5	3.0	3.0	3.0	Gut	CHEBI:30911;glucitol	PF03608	PF03608	NA	NA
4.A.4.1.1	P56579	WP_009654432.1	154.0	5.16774e-39	40.0	173.0	187.0	7.0	160.0	9.0	162.0	88.4	81.8	3.0	3.0	3.0	Gut	CHEBI:30911;glucitol	PF03608	PF03608	NA	NA
4.A.4.1.1	P05706	NA	123.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.4.1.2	O32333	WP_153690858.1	332.0	1.1743e-89	44.0	326.0	336.0	2.0	326.0	5.0	335.0	99.4	98.2	5.0	5.0	4.0	Gut	CHEBI:30911;glucitol	PF03612,PF07663	PF03612,PF07663	NA	NA
4.A.4.1.2	O32334	NA	122.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.4.1.2	O32332	NA	182.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA
4.A.5.1.1	P69831	WP_008806609.1	446.0	0.0	87.0	460.0	451.0	1.0	446.0	1.0	446.0	96.7	98.7	11.0	11.0	11.0	Gat	CHEBI:5251;galactitol	PF03611	PF03611	NA	NA
4.A.5.1.1	P37188	NA	94.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.5.1.1	P69828	NA	150.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.6.1.1	P69805	WP_004145526.1	283.0	0.0	92.0	283.0	286.0	1.0	283.0	4.0	286.0	99.6	98.6	4.0	4.0	4.0	Man	CHEBI:17315;D-glucosamine, CHEBI:4162;2-amino-2-deoxy-D-glucopyranose, CHEBI:4207;aldehydo-D-mannosamine, CHEBI:4167;D-glucopyranose, CHEBI:4208;D-mannopyranose, CHEBI:4119;keto-D-fructose	PF03613	PF03613	NA	NA
4.A.6.1.1	P69801	WP_004203359.1	266.0	4.64012e-177	94.0	266.0	266.0	1.0	266.0	1.0	266.0	99.6	99.6	7.0	7.0	7.0	Man	CHEBI:17315;D-glucosamine, CHEBI:4162;2-amino-2-deoxy-D-glucopyranose, CHEBI:4207;aldehydo-D-mannosamine, CHEBI:4167;D-glucopyranose, CHEBI:4208;D-mannopyranose, CHEBI:4119;keto-D-fructose	PF03609	PF03609	NA	NA
4.A.6.1.1	P69797	NA	323.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.6.1.19	V7RGM6	WP_012542940.1	272.0	9.57338e-175	88.0	283.0	278.0	14.0	283.0	7.0	278.0	95.1	97.5	8.0	8.0	8.0	Man	CHEBI:61393;fructosyllysine(1+)	PF03613	PF03613	NA	NA
4.A.6.1.19	V7RE14	WP_008807552.1	259.0	6.92558e-148	83.0	259.0	259.0	1.0	259.0	1.0	259.0	99.6	99.6	6.0	6.0	6.0	Man	CHEBI:61393;fructosyllysine(1+)	PF03609	PF03609	NA	NA
4.A.6.1.19	V7IFY8	NA	153.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.6.1.19	V7IHL6	NA	140.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
4.A.6.1.3	P37083	WP_002884590.1	274.0	0.0	100.0	274.0	274.0	1.0	274.0	1.0	274.0	99.6	99.6	6.0	6.0	6.0	Man	CHEBI:9203;sorbose	PF03613	PF03613	NA	NA
